name,Food Group,Fat (g),Protein (g),Carbohydrate (g),Serving Weight 1 (g)
Fish And Vegetables Excluding  Carrots Broccoli And Dark-Green Leafy; No Potatoes Soy-Based Sauce,Prepared Meals,6.08,7.91,4.36,217.0
Chow Mein Or Chop Suey Ns As To Type Of Meat No Noodles,Prepared Meals,3.23,9.78,3.84,220.0
Chicken Chow Mein With Rice Diet Frozen Meal,Prepared Meals,1.98,6.06,11.86,319.0
Chicken In Soy-Based Sauce Rice And Vegetables Frozen Meal,Prepared Meals,0.88,6.72,18.03,255.0
Chicken In Orange Sauce With Almond Rice Diet Frozen Meal,Prepared Meals,2.19,11.33,16.05,227.0
Oxtail Soup,Soups and Sauces,4.87,8.4,1.37,244.0
Beef Broth With Tomato Home Recipe,Soups and Sauces,4.18,1.2,2.09,237.0
Meatball Soup Home Recipe Mexican Style,Soups and Sauces,4.64,6.84,9.9,237.0
Beef Noodle Soup Puerto Rican Style,Soups and Sauces,1.25,5.88,6.16,250.0
Pho,Soups and Sauces,2.24,6.14,10.39,244.0
Beef And Rice Soup Puerto Rican Style,Soups and Sauces,1.21,5.83,6.23,250.0
Pepperpot Soup,Soups and Sauces,2.39,3.47,3.13,241.0
Menudo Soup Home Recipe,Soups and Sauces,1.6,5.24,3.3,241.0
Menudo Soup Canned Prepared With Water Or Ready-To-Serve,Soups and Sauces,1.39,3.36,4.19,241.0
Beef Vegetable Soup Home Recipe Mexican Style,Soups and Sauces,2.21,7.92,4.89,239.0
Meat And Corn Hominy Soup Home Recipe Mexican Style,Soups and Sauces,4.12,7.49,5.11,238.0
Italian Wedding Soup,Soups and Sauces,2.64,4.93,6.4,244.0
Ham Rice And Potato Soup Puerto Rican Style,Soups and Sauces,1.03,3.57,7.95,240.0
Ham Noodle And Vegetable Soup Puerto Rican Style,Soups and Sauces,1.33,5.86,6.32,250.0
Pork Vegetable Soup With Potato Pasta Or Rice Stew Type Chunky Style,Soups and Sauces,2.09,5.22,3.88,240.0
Pork With Vegetable Excluding Carrots Broccoli And/or Dark-Green Leafy; Soup Asian Style,Soups and Sauces,2.46,6.04,1.94,228.0
Bacon Soup Cream Of Prepared With Water,Soups and Sauces,2.93,1.21,3.63,244.0
Lamb Pasta And Vegetable Soup Puerto Rican Style,Soups and Sauces,5.2,4.8,6.04,250.0
Chicken Or Turkey Broth With Tomato Home Recipe,Soups and Sauces,4.17,0.85,2.37,237.0
Mexican Style Chicken Broth Soup Stock,Soups and Sauces,1.29,2.35,7.74,242.0
Chicken Rice Soup Puerto Rican Style,Soups and Sauces,1.58,7.24,8.61,220.0
Chicken Soup With Noodles And Potatoes Puerto Rican Style,Soups and Sauces,1.45,6.76,8.66,220.0
Sweet And Sour Soup,Soups and Sauces,2.96,5.66,4.65,244.0
Chicken Or Turkey Soup With Vegetables Broccoli Carrots Celery Potatoes And Onions Asian Style,Soups and Sauces,2.21,5.43,2.17,228.0
Chicken Or Turkey Corn Soup With Noodles Home Recipe,Soups and Sauces,1.8,4.67,7.34,251.0
Chicken Or Turkey Vegetable Soup Home Recipe,Soups and Sauces,1.7,4.54,4.17,239.0
Chicken Or Turkey Vegetable Soup With Rice Home Recipe Mexican Style,Soups and Sauces,2.19,6.87,7.94,242.0
Chicken Or Turkey And Corn Hominy Soup  Home Recipe Mexican Style,Soups and Sauces,2.45,7.89,5.11,238.0
Bird's Nest Soup,Soups and Sauces,1.27,5.39,3.03,244.0
Chicken Or Turkey Soup With Vegetables And Fruit Asian Style,Soups and Sauces,1.22,5.07,2.08,234.0
Chicken Or Turkey Soup Cream Of Canned Reduced Sodium Ns As To Made With Milk Or Water,Soups and Sauces,0.66,0.91,4.82,244.0
Chicken Or Turkey Soup Cream Of Canned Reduced Sodium Made With Milk,Soups and Sauces,1.67,2.53,7.18,248.0
Chicken Or Turkey Soup Cream Of Canned Reduced Sodium Made With Water,Soups and Sauces,0.66,0.91,4.82,244.0
Chicken Or Turkey Soup Cream Of Ns As To Prepared With Milk Or Water,Soups and Sauces,2.93,1.21,3.63,244.0
Chicken Or Turkey Soup Cream Of Prepared With Milk,Soups and Sauces,3.91,2.82,6.0,248.0
Chicken Or Turkey Soup Cream Of Prepared With Water,Soups and Sauces,2.93,1.21,3.63,244.0
Chicken Or Turkey Mushroom Soup Cream Of Prepared With Milk,Soups and Sauces,3.44,2.44,8.4,248.0
Duck Soup,Soups and Sauces,3.2,9.91,1.11,244.0
Fish Chowder,Soups and Sauces,6.23,8.07,6.09,244.0
Crab Soup Ns As To Tomato-Base Or Cream Style,Soups and Sauces,2.58,5.02,1.7,244.0
Crab Soup Tomato-Base,Soups and Sauces,0.34,4.28,5.13,244.0
Clam Chowder Ns As To Manhattan Or New England Style,Soups and Sauces,2.05,3.22,7.55,244.0
Turtle And Vegetable Soup,Soups and Sauces,0.94,4.77,3.74,244.0
Fish And Vegetable Soup No Potatoes Mexican Style,Soups and Sauces,1.26,5.15,1.47,250.0
Fish Soup With Potatoes Mexican Style,Soups and Sauces,1.31,5.47,2.64,241.0
Codfish Rice And Vegetable Soup Puerto Rican Style,Soups and Sauces,1.65,5.29,7.59,245.0
Codfish Soup With Noodles Puerto Rican Style,Soups and Sauces,2.07,5.71,7.5,245.0
Clam Chowder New England Prepared With Milk,Soups and Sauces,2.05,3.22,7.55,248.0
Crab Soup Cream Of Prepared With Milk,Soups and Sauces,2.58,5.02,1.7,248.0
Lobster Bisque,Soups and Sauces,2.6,5.22,1.7,248.0
Oyster Stew,Soups and Sauces,5.15,4.2,4.22,245.0
Salmon Soup Cream Style,Soups and Sauces,3.33,5.34,1.7,248.0
Seafood Soup With Potatoes And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy,Soups and Sauces,1.21,4.43,4.11,244.0
Seafood Soup With Potatoes And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy,Soups and Sauces,1.23,4.51,3.93,244.0
Seafood Soup With Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; No Potatoes,Soups and Sauces,1.28,4.56,3.06,244.0
Seafood Soup With Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; No Potatoes,Soups and Sauces,1.3,4.65,2.84,244.0
Spanish Vegetable Soup Puerto Rican Style,Soups and Sauces,5.81,7.76,5.24,250.0
Gravy Meat Or Poultry With Wine,Soups and Sauces,1.75,1.7,3.87,236.0
Gravy Meat With Fruit,Soups and Sauces,1.88,1.75,6.97,238.0
Gravy Giblet,Soups and Sauces,2.68,4.17,4.68,238.0
Gravy Beef Or Meat Home Recipe,Soups and Sauces,9.82,1.67,2.46,233.0
Gravy Poultry Home Recipe,Soups and Sauces,9.81,1.18,2.84,238.0
Gravy Mushroom,Soups and Sauces,0.33,0.82,5.33,238.0
Gravy Redeye,Soups and Sauces,4.53,0.54,0.01,242.0
Gravy Beef Or Meat Fat Free,Soups and Sauces,1.17,1.0,6.62,227.0
Gravy Poultry Fat Free,Soups and Sauces,1.61,1.28,6.31,227.0
Gravy Or Sauce Poultry-Based From Puerto Rican-Style Chicken Fricasse,Soups and Sauces,21.51,0.89,5.25,240.0
Gravy Meat-Based From Puerto-Rican Style Stuffed Pot Roast,Soups and Sauces,27.32,0.0,0.0,272.0
Gravy Meat-Based From Puerto-Rican Style Beef Stew,Soups and Sauces,8.4,0.27,1.47,208.0
Gravy Or Sauce Made With Soy Sauce Stock Or Bouillon Cornstarch,Soups and Sauces,0.28,0.82,9.84,233.0
Mole Poblano Sauce,Soups and Sauces,10.3,2.89,11.54,265.0
Mole Verde Sauce,Soups and Sauces,5.74,4.27,5.48,265.0
Egg Foo Yung Nfs,Prepared Meals,5.95,11.68,4.94,86.0
Chicken Egg Foo Yung,Prepared Meals,7.17,12.78,4.52,86.0
Pork Egg Foo Yung,Prepared Meals,8.04,13.28,4.52,86.0
Shrimp Egg Foo Yung,Prepared Meals,5.95,11.68,4.94,175.0
Beef Egg Foo Yung,Prepared Meals,7.87,13.81,4.52,86.0
Garlic Egg Soup Puerto Rican Style,Soups and Sauces,4.81,3.72,5.56,202.0
Layer Dip,Soups and Sauces,11.41,5.26,6.64,15.0
Hummus Plain,Soups and Sauces,17.78,8.18,19.86,15.0
Hummus Flavored,Soups and Sauces,17.7,8.1,19.62,15.0
Black Bean Sauce,Soups and Sauces,16.9,5.51,13.11,275.0
Miso Sauce,Soups and Sauces,2.71,5.77,27.87,240.0
Bean Soup Nfs,Soups and Sauces,2.32,3.08,8.89,253.0
Bean With Bacon Or Ham Soup Canned Or Ready-To-Serve,Soups and Sauces,2.32,3.08,8.89,253.0
Lima Bean Soup Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,0.77,4.48,8.52,253.0
Soybean Soup Miso Broth,Soups and Sauces,1.54,2.47,2.47,240.0
Pinto Bean Soup Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,1.07,9.41,23.61,253.0
Bean Soup With Macaroni Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,2.26,4.82,12.96,253.0
Portuguese Bean Soup Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,3.06,6.22,14.79,253.0
Bean Soup Mixed Beans Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,0.79,4.75,9.51,238.0
Bean Soup Home Recipe,Soups and Sauces,0.77,5.08,9.75,247.0
Bean And Ham Soup Home Recipe,Soups and Sauces,1.99,7.68,8.3,247.0
Garbanzo Bean Or Chickpea Soup Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,1.5,4.67,10.04,253.0
Lentil Soup Home Recipe Canned Or Ready-To-Serve,Soups and Sauces,1.66,3.89,8.85,248.0
Tofu And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; No Potatoes With Soy-Based Sauce,Prepared Meals,6.6,4.03,4.78,217.0
Tofu And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; No Potatoes With Soy-Based Sauce,Prepared Meals,6.82,4.09,4.44,217.0
Brown Nut Gravy Meatless,Soups and Sauces,10.5,2.29,6.2,15.0
Bread Stuffing Made With Egg,Prepared Meals,11.9,3.32,17.75,170.0
Flour And Water Gravy,Soups and Sauces,0.22,2.26,16.72,240.0
Dumpling Fried Puerto Rican Style,Prepared Meals,23.52,5.66,34.41,16.0
Cake Made With Glutinous Rice,Prepared Meals,6.45,2.22,53.78,28.0
Cake Or Pancake Made With Rice Flour And/or Dried Beans,Prepared Meals,0.35,6.36,24.98,38.0
Cake Made With Glutinous Rice And Dried Beans,Prepared Meals,0.34,8.29,37.34,16.0
Burrito With Meat,Prepared Meals,14.48,13.03,14.44,161.0
Burrito With Meat And Beans,Prepared Meals,12.46,11.36,17.83,166.0
Burrito With Meat And Sour Cream,Prepared Meals,15.15,11.57,13.09,187.0
Burrito With Meat Beans And Sour Cream,Prepared Meals,13.39,10.16,16.06,192.0
Burrito With Meat Beans And Sour Cream From Fast Food,Prepared Meals,7.86,8.56,26.78,192.0
Burrito With Meat Beans And Rice,Prepared Meals,11.66,10.79,18.52,177.0
Burrito With Meat Beans Rice And Sour Cream,Prepared Meals,12.63,9.73,16.76,203.0
Burrito With Chicken,Prepared Meals,12.01,16.9,16.57,142.0
Burrito With Chicken And Beans,Prepared Meals,11.2,12.93,19.06,153.0
Burrito With Chicken And Sour Cream,Prepared Meals,13.19,14.59,14.66,162.0
Burrito With Chicken Beans And Sour Cream,Prepared Meals,12.38,11.42,16.98,179.0
Burrito With Chicken Beans And Rice,Prepared Meals,10.42,12.2,19.72,165.0
Burrito With Chicken Beans Rice And Sour Cream,Prepared Meals,11.63,10.88,17.67,191.0
Burrito With Beans And Rice Meatless,Prepared Meals,9.89,9.32,21.5,182.0
Burrito With Beans Meatless,Prepared Meals,10.56,9.78,21.04,170.0
Burrito With Beans Rice And Sour Cream Meatless,Prepared Meals,11.06,8.47,19.41,208.0
Chilaquiles Tortilla Casserole With Salsa Cheese And Egg,Prepared Meals,17.84,8.57,24.71,232.0
Chilaquiles Tortilla Casserole With Salsa And Cheese No Egg,Prepared Meals,17.4,7.3,28.98,232.0
Enchilada With Meat And Beans Red-Chile Or Enchilada Sauce,Prepared Meals,6.42,6.83,14.4,132.0
Enchilada With Meat And Beans Green-Chile Or Enchilada Sauce,Prepared Meals,8.16,7.23,14.68,123.0
Enchilada With Meat Red-Chile Or Enchilada Sauce,Prepared Meals,7.15,9.22,12.22,122.0
Enchilada With Meat Green-Chile Or Enchilada Sauce,Prepared Meals,9.08,9.83,12.37,114.0
Enchilada With Chicken And Beans Red-Chile Or Enchilada Sauce,Prepared Meals,5.81,6.48,14.39,132.0
Enchilada With Chicken And Beans Green-Chile Or Enchilada Sauce,Prepared Meals,7.5,6.86,14.67,132.0
Enchilada With Chicken Red-Chile Or Enchilada Sauce,Prepared Meals,5.82,8.47,12.21,123.0
Enchilada With Chicken Green-Chile Or Enchilada Sauce,Prepared Meals,7.65,9.02,12.35,114.0
Enchilada With Beans Meatless Red-Chile Or Enchilada Sauce,Prepared Meals,5.8,4.75,16.28,141.0
Enchilada With Beans Green-Chile Or Enchilada Sauce,Prepared Meals,7.37,5.0,16.66,132.0
Enchilada Just Cheese Meatless No Beans Red-Chile Or Enchilada Sauce,Prepared Meals,10.06,7.31,12.88,119.0
Enchilada Just Cheese Meatless No Beans Green-Chile Or Enchilada Sauce,Prepared Meals,12.28,7.8,13.08,111.0
Taco Or Tostada With Meat,Prepared Meals,14.31,10.45,19.28,22.0
Taco Or Tostada With Meat And Sour Cream,Prepared Meals,15.25,9.44,17.44,109.0
Soft Taco With Meat,Prepared Meals,10.71,10.68,20.42,103.0
Soft Taco With Meat And Sour Cream From Fast Food,Prepared Meals,9.96,8.68,18.78,117.0
Taco Or Tostada With Chicken,Prepared Meals,13.78,12.74,20.44,80.0
Taco Or Tostada With Chicken And Sour Cream,Prepared Meals,14.69,11.06,17.87,96.0
Taco Or Tostada With Fish,Prepared Meals,11.91,10.07,20.44,20.0
Soft Taco With Fish,Prepared Meals,8.01,10.22,21.28,94.0
Soft Taco With Meat And Beans,Prepared Meals,8.67,8.58,22.29,117.0
Soft Taco With Chicken And Beans,Prepared Meals,8.07,9.18,22.67,112.0
Soft Taco With Meat Beans And Sour Cream,Prepared Meals,9.96,7.92,20.38,132.0
Soft Taco With Chicken Beans And Sour Cream,Prepared Meals,9.42,8.37,20.5,127.0
Taco Or Tostada With Beans,Prepared Meals,9.51,6.39,23.34,125.0
Taco Or Tostada With Beans And Sour Cream,Prepared Meals,10.63,5.94,21.2,140.0
Taco Or Tostada With Meat And Beans,Prepared Meals,11.65,8.19,21.65,109.0
Taco Or Tostada With Meat And Beans From Fast Food,Prepared Meals,12.06,8.61,19.66,109.0
Taco Or Tostada With Chicken And Beans,Prepared Meals,11.21,8.91,22.19,103.0
Taco Or Tostada With Meat Beans And Sour Cream,Prepared Meals,12.71,7.51,19.6,124.0
Taco Or Tostada With Chicken Beans And Sour Cream,Prepared Meals,12.3,8.04,19.83,118.0
Ground Beef With Tomato Sauce And Taco Seasonings On A Cornbread Crust,Prepared Meals,8.13,9.56,20.49,179.0
Mexican Casserole Made With Ground Beef Beans Tomato Sauce Cheese Taco Seasonings And Corn Chips,Prepared Meals,12.65,13.28,17.41,144.0
Mexican Casserole Made With Ground Beef Tomato Sauce Cheese Taco Seasonings And Corn Chips,Prepared Meals,17.08,14.62,14.51,144.0
Taco Or Tostada Salad With Meat,Prepared Meals,9.3,7.47,16.44,237.0
Taco Or Tostada Salad With Chicken,Prepared Meals,8.0,7.85,16.24,240.0
Taco Or Tostada Salad Meatless,Prepared Meals,7.33,5.29,19.25,234.0
Taco Or Tostada Salad With Meat And Sour Cream,Prepared Meals,10.51,6.86,15.02,264.0
Taco Or Tostada Salad With Chicken And Sour Cream,Prepared Meals,9.35,7.2,14.86,273.0
Taco Or Tostada Salad Meatless With Sour Cream,Prepared Meals,8.8,4.95,17.47,266.0
Tamale With Chicken,Prepared Meals,14.37,8.6,14.94,84.0
Tamale Plain Meatless No Sauce Puerto Rican Style Or Carribean Style,Prepared Meals,18.82,1.88,11.68,36.0
Tamale Meatless With Sauce Puerto Rican Or Caribbean Style,Prepared Meals,46.07,1.46,9.25,72.0
Tamale Casserole With Meat,Prepared Meals,8.25,6.31,15.43,244.0
Nachos With Cheese And Sour Cream,Prepared Meals,11.84,8.4,21.93,7.0
Nachos With Meat And Cheese,Prepared Meals,12.41,13.48,17.88,7.0
Nachos With Chicken And Cheese,Prepared Meals,9.59,14.13,17.43,7.0
Nachos With Chili,Prepared Meals,14.07,10.05,23.12,7.0
Nachos With Meat Cheese And Sour Cream,Prepared Meals,12.63,6.28,20.08,7.0
Nachos With Chicken Cheese And Sour Cream,Prepared Meals,10.44,13.11,16.31,7.0
Gordita Sope Or Chalupa With Beans,Prepared Meals,9.32,6.52,25.58,150.0
Gordita Sope Or Chalupa With Beans And Sour Cream,Prepared Meals,10.22,6.15,23.72,165.0
Gordita Sope Or Chalupa With Meat And Sour Cream,Prepared Meals,13.89,9.01,22.03,132.0
Gordita Sope Or Chalupa With Meat,Prepared Meals,13.06,9.7,23.87,115.0
Gordita Sope Or Chalupa With Chicken And Sour Cream,Prepared Meals,12.97,9.86,22.11,124.0
Gordita Sope Or Chalupa With Chicken,Prepared Meals,12.14,10.83,24.4,115.0
Chimichanga With Meat,Prepared Meals,12.55,9.15,27.83,105.0
Chimichanga Meatless,Prepared Meals,10.04,7.11,26.92,128.0
Chimichanga With Chicken,Prepared Meals,12.65,10.1,29.56,97.0
Chimichanga With Meat And Sour Cream,Prepared Meals,15.3,9.0,27.23,92.0
Chimichanga Meatless With Sour Cream,Prepared Meals,10.89,6.68,24.89,136.0
Chimichanga With Chicken And Sour Cream,Prepared Meals,13.55,9.33,27.02,108.0
Quesadilla Just Cheese Meatless,Prepared Meals,17.75,12.63,32.76,18.0
Quesadilla Just Cheese From Fast Food,Prepared Meals,18.96,13.28,30.07,18.0
Quesadilla With Meat,Prepared Meals,16.58,14.4,29.28,20.0
Quesadilla With Vegetables,Prepared Meals,15.74,11.3,29.64,20.0
Quesadilla With Vegetables And Meat,Prepared Meals,16.16,12.84,29.46,20.0
Quesadilla With Vegetables And Chicken,Prepared Meals,16.13,12.72,29.45,20.0
Taquito Or Flauta With Cheese,Prepared Meals,11.18,10.4,33.27,36.0
Fajita With Vegetables,Prepared Meals,8.61,5.47,15.89,141.0
Pupusa Bean-Filled,Prepared Meals,4.84,5.71,29.79,126.0
Egg Roll Meatless,Prepared Meals,14.14,5.62,30.02,13.0
Egg Roll With Shrimp,Prepared Meals,14.14,5.62,30.02,13.0
Egg Roll With Beef And/or Pork,Prepared Meals,14.33,9.39,27.87,13.0
Egg Roll With Chicken Or Turkey,Prepared Meals,11.82,9.86,26.96,13.0
Roll With Meat And/or Shrimp Vegetables And Rice Paper Not Fried,Prepared Meals,2.63,5.53,17.13,71.0
Wonton Fried Filled With Meat Poultry Or Seafood,Prepared Meals,11.13,8.76,14.05,19.0
Wonton Fried Meatless,Prepared Meals,11.13,8.76,14.05,19.0
Wonton Fried Filled With Meat Poultry Or Seafood And Vegetable,Prepared Meals,11.13,8.76,14.05,19.0
Puffs Fried Crab Meat And Cream Cheese Filled,Prepared Meals,15.22,9.3,35.01,23.0
Tamale Casserole Puerto Rican Style,Prepared Meals,9.67,6.98,11.04,237.0
Tamal In A Leaf Puerto Rican Style,Prepared Meals,8.16,9.42,11.78,41.0
Taco With Crab Meat Puerto Rican Style,Prepared Meals,11.33,12.03,16.63,121.0
Meat Turnover Puerto Rican Style,Prepared Meals,13.34,11.89,21.62,28.0
Empanada Mexican Turnover Filled With Cheese And Vegetables,Prepared Meals,16.58,8.61,34.39,81.0
Empanada Mexican Turnover Filled With Chicken And Vegetables,Prepared Meals,12.77,9.66,33.18,81.0
Meat Pie Puerto Rican Style,Prepared Meals,33.99,15.7,25.36,1110.0
Cheese Turnover Puerto Rican Style,Prepared Meals,25.71,9.68,36.79,21.0
Crepe Filled With Meat Poultry Or Seafood With Sauce,Prepared Meals,11.04,13.1,8.01,155.0
Crepe Filled With Meat Poultry Or Seafood No Sauce,Prepared Meals,10.58,13.71,11.13,125.0
Dumpling Meat-Filled,Prepared Meals,22.81,12.54,25.37,97.0
Dumpling Vegetable,Prepared Meals,3.76,5.05,27.4,97.0
Gnocchi Cheese,Prepared Meals,11.84,8.37,9.41,70.0
Gnocchi Potato,Prepared Meals,6.24,2.36,17.06,188.0
Kishke Stuffed Derma,Prepared Meals,33.02,4.72,35.1,18.0
Knish Potato,Prepared Meals,20.32,7.59,33.81,61.0
Knish Cheese,Prepared Meals,19.46,10.16,31.11,60.0
Knish Meat,Prepared Meals,21.28,13.12,25.65,50.0
Sweet Bread Dough Filled With Meat Steamed,Prepared Meals,7.52,10.92,39.34,93.0
Pastry Egg And Cheese Filled,Prepared Meals,15.18,8.05,43.39,142.0
Pastry Meat / Poultry-Filled,Prepared Meals,18.85,11.23,30.64,85.0
Spanakopitta,Prepared Meals,15.19,7.51,10.53,12.0
Pastry Filled With Potatoes And Peas Fried,Prepared Meals,17.87,4.66,32.21,9.0
Quiche With Meat Poultry Or Fish,Prepared Meals,30.7,15.79,11.73,192.0
Spinach Quiche Meatless,Prepared Meals,23.48,10.46,11.46,143.0
Cheese Quiche Meatless,Prepared Meals,29.32,12.25,13.29,192.0
Turnover Filled With Ground Beef And Cabbage,Prepared Meals,8.24,10.28,29.72,215.0
Turnover Meat-Filled No Gravy,Prepared Meals,23.6,12.87,26.16,88.0
Turnover Meat-Filled With Gravy,Prepared Meals,15.47,9.38,17.99,152.0
Turnover Meat- And Cheese-Filled No Gravy,Prepared Meals,9.14,9.16,30.55,96.0
Turnover Meat- And Bean-Filled No Gravy,Prepared Meals,21.25,12.48,25.91,88.0
Turnover Meat- And Cheese-Filled Tomato-Based Sauce,Prepared Meals,10.47,9.32,30.45,73.0
Turnover Cheese-Filled Tomato-Based Sauce,Prepared Meals,10.86,11.77,31.37,128.0
Turnover Filled With Meat And Vegetable No Potatoes No Gravy,Prepared Meals,18.82,10.69,22.98,88.0
Turnover Meat- Potato- And Vegetable-Filled No Gravy,Prepared Meals,17.73,9.98,22.87,88.0
Turnover Chicken With Gravy,Prepared Meals,17.92,9.42,20.15,112.0
Vegetables In Pastry,Prepared Meals,22.78,6.53,21.19,103.0
Vegetables And Cheese In Pastry,Prepared Meals,23.62,7.84,19.74,103.0
Cornmeal Dressing With Chicken Or Turkey And Vegetables,Prepared Meals,14.37,7.56,19.16,161.0
Dressing With Oysters,Prepared Meals,10.78,4.77,18.41,161.0
Dressing With Chicken Or Turkey And Vegetables,Prepared Meals,11.15,7.98,21.01,161.0
Dressing With Meat And Vegetables,Prepared Meals,16.85,6.73,20.52,161.0
Lasagna With Meat,Prepared Meals,4.97,7.45,16.17,206.0
Lasagna With Meat Home Recipe,Prepared Meals,9.91,14.2,12.16,206.0
Lasagna With Meat And Spinach,Prepared Meals,9.83,13.86,12.77,206.0
Lasagna With Chicken Or Turkey,Prepared Meals,9.4,14.3,12.97,206.0
Lasagna With Chicken Or Turkey And Spinach,Prepared Meals,9.19,14.04,12.77,206.0
Lasagna Meatless With Vegetables,Prepared Meals,8.4,11.71,13.46,227.0
Lasagna With Meat Whole Wheat Noodles,Prepared Meals,10.29,14.17,12.74,206.0
Lasagna Meatless Whole Wheat Noodles,Prepared Meals,8.93,12.04,13.26,227.0
Lasagna With Meat Spinach Noodles,Prepared Meals,10.25,13.89,11.06,206.0
Lasagna Meatless Spinach Noodles,Prepared Meals,8.58,11.49,11.53,227.0
Ravioli Ns As To Filling No Sauce,Prepared Meals,7.06,10.7,19.09,15.0
Ravioli Ns As To Filling With Tomato Sauce,Prepared Meals,5.95,7.18,14.1,38.0
Ravioli Ns As To Filling With Cream Sauce,Prepared Meals,8.44,8.37,14.63,38.0
Ravioli Meat-Filled No Sauce,Prepared Meals,7.23,12.48,17.45,15.0
Ravioli Meat-Filled With Tomato Sauce Or Meat Sauce,Prepared Meals,6.12,8.67,14.31,35.0
Ravioli Meat-Filled With Cream Sauce,Prepared Meals,8.67,10.04,13.52,35.0
Ravioli Cheese-Filled No Sauce,Prepared Meals,6.65,8.36,20.33,15.0
Ravioli Cheese-Filled With Tomato Sauce,Prepared Meals,2.3,3.98,15.22,38.0
Ravioli Cheese-Filled With Meat Sauce,Prepared Meals,6.36,6.93,13.5,35.0
Ravioli Cheese-Filled With Cream Sauce,Prepared Meals,8.18,6.68,15.26,38.0
Ravioli Cheese And Spinach-Filled No Sauce,Prepared Meals,4.51,6.94,20.17,15.0
Ravioli Cheese And Spinach-Filled With Cream Sauce,Prepared Meals,6.71,5.76,15.23,38.0
Ravioli Cheese And Spinach Filled With Tomato Sauce,Prepared Meals,3.37,5.43,16.35,38.0
Manicotti Cheese-Filled No Sauce,Prepared Meals,9.95,11.35,18.79,127.0
Manicotti Cheese-Filled With Tomato Sauce Meatless,Prepared Meals,7.05,8.3,15.04,143.0
Manicotti Cheese-Filled With Meat Sauce,Prepared Meals,7.7,9.45,14.03,143.0
Manicotti Vegetable- And Cheese-Filled With Tomato Sauce Meatless,Prepared Meals,5.5,7.06,15.01,143.0
Stuffed Shells Cheese-Filled No Sauce,Prepared Meals,9.07,10.79,20.66,60.0
Stuffed Shells Cheese-Filled With Tomato Sauce Meatless,Prepared Meals,6.14,7.58,15.82,85.0
Stuffed Shells Cheese-Filled With Meat Sauce,Prepared Meals,6.89,8.99,15.65,85.0
Stuffed Shells Cheese- And Spinach- Filled No Sauce,Prepared Meals,6.77,9.81,21.53,60.0
Stuffed Shells With Chicken With Tomato Sauce,Prepared Meals,3.27,10.66,16.06,83.0
Stuffed Shells With Fish And/or Shellfish With Tomato Sauce,Prepared Meals,1.85,8.75,15.94,83.0
Tortellini Meat-Filled With Tomato Sauce,Prepared Meals,4.97,6.4,15.87,210.0
Tortellini Meat-Filled With Tomato Sauce Canned,Prepared Meals,1.89,3.5,15.32,233.0
Tortellini Cheese-Filled Meatless With Tomato Sauce,Prepared Meals,3.71,6.18,22.71,250.0
Tortellini Cheese-Filled Meatless With Tomato Sauce Canned,Prepared Meals,1.48,3.52,15.83,247.0
Tortellini Cheese-Filled Meatless With Vegetables And Vinaigrette Dressing,Prepared Meals,15.04,6.61,15.1,169.0
Tortellini Cheese-Filled Meatless With Vinaigrette Dressing,Prepared Meals,10.79,7.04,17.57,169.0
Tortellini Meat-Filled No Sauce,Prepared Meals,7.52,11.96,17.86,190.0
Tortellini Cheese-Filled With Cream Sauce,Prepared Meals,7.39,6.39,15.61,250.0
Tortellini Cheese-Filled No Sauce,Prepared Meals,5.56,10.38,36.15,150.0
Tortellini Spinach-Filled With Tomato Sauce,Prepared Meals,4.31,4.42,16.2,200.0
Tortellini Spinach-Filled No Sauce,Prepared Meals,7.13,8.72,21.24,122.0
Cannelloni Cheese- And Spinach-Filled No Sauce,Prepared Meals,6.71,6.95,17.41,74.0
Chow Fun Noodles With Meat And Vegetables,Prepared Meals,2.74,7.09,11.51,152.0
Chow Fun Noodles With Vegetables Meatless,Prepared Meals,0.97,1.56,14.46,152.0
Lo Mein With Shrimp,Prepared Meals,2.21,8.56,16.24,200.0
Lo Mein With Pork,Prepared Meals,3.79,9.48,16.18,200.0
Lo Mein With Beef,Prepared Meals,2.77,9.73,16.18,200.0
Lo Mein With Chicken,Prepared Meals,3.15,9.15,16.15,200.0
Pad Thai Nfs,Prepared Meals,7.39,8.12,14.32,200.0
Pad Thai Meatless,Prepared Meals,9.08,5.77,16.31,200.0
Pad Thai With Chicken,Prepared Meals,7.39,8.12,14.32,200.0
Pad Thai With Seafood,Prepared Meals,6.7,6.82,15.01,200.0
Pad Thai With Meat,Prepared Meals,7.81,8.16,14.69,200.0
Spaghetti With Corned Beef Puerto Rican Style,Prepared Meals,14.28,12.83,17.38,215.0
